,State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder,poverty_proportion
9437,OH,39,4773,south central local school district,4907,1040,164,0.1576923076923077
9438,OH,39,4479,south euclid-lyndhurst city school district,34858,5195,858,0.16515880654475457
9439,OH,39,4795,south point local school district,12748,2079,669,0.3217893217893218
9440,OH,39,4836,south range local school district,7116,1288,122,0.09472049689440994
9441,OH,39,4480,south-western city school district,141051,25397,5479,0.21573414182777492
9442,OH,39,4922,southeast local school district,11631,1958,265,0.13534218590398367
9443,OH,39,5058,southeast local school district,18138,4579,1009,0.2203537890369076
9444,OH,39,4627,southeastern local school district,4215,776,143,0.18427835051546393
9445,OH,39,4952,southeastern local school district,6443,1168,238,0.20376712328767124
9446,OH,39,4644,southern local school district,5646,966,188,0.19461697722567287
9447,OH,39,4853,southern local school district,4648,725,190,0.2620689655172414
9448,OH,39,4906,southern local school district,4773,818,311,0.3801955990220049
9449,OH,39,5023,southington local school district,3625,622,99,0.15916398713826366
9450,OH,39,4804,southwest licking local school district,24285,4463,544,0.12189110463813578
9451,OH,39,4738,southwest local school district,22852,3908,597,0.15276356192425794
9452,OH,39,4580,spencerville local school district,5144,947,148,0.1562829989440338
9453,OH,39,5042,springboro community city school district,30442,7043,268,0.038051966491551896
9454,OH,39,4481,springfield city school district,56399,9407,3464,0.3682364196874668
9455,OH,39,4822,springfield local school district,29176,4644,753,0.16214470284237725
9456,OH,39,4837,springfield local school district,8053,1177,157,0.13338997451146983
9457,OH,39,5006,springfield local school district,19045,2684,448,0.16691505216095381
9458,OH,39,4471,st. bernard-elmwood place city school district,6591,1145,319,0.2786026200873362
9459,OH,39,4599,st. clairsville-richland city school district,16244,1984,252,0.12701612903225806
9460,OH,39,4858,st. henry consolidated local school district,4491,962,41,0.04261954261954262
9461,OH,39,4472,st. marys city school district,13160,2352,294,0.125
9462,OH,39,4482,steubenville city school district,15690,2313,968,0.41850410722006054
9463,OH,39,4483,stow-munroe falls city school district,40175,6429,447,0.06952869808679421
9464,OH,39,5029,strasburg-franklin local school district,4561,682,94,0.1378299120234604
9465,OH,39,4923,streetsboro city school district,15922,2403,279,0.11610486891385768
9466,OH,39,4484,strongsville city school district,44177,7670,533,0.06949152542372881
9467,OH,39,4485,struthers city school district,11573,1835,498,0.27138964577656677
9468,OH,39,5065,stryker local school district,3569,549,139,0.25318761384335153
9469,OH,39,4709,swanton local school district,9232,1563,213,0.1362763915547025
9470,OH,39,4865,switzerland of ohio local school district,17691,2710,553,0.20405904059040592
9471,OH,39,4486,sycamore community city school district,33798,6261,403,0.06436671458233509
9472,OH,39,4487,sylvania city school district,51835,9605,895,0.09318063508589276
9473,OH,39,4796,symmes valley local school district,4431,784,162,0.2066326530612245
9474,OH,39,4615,talawanda city school district,36082,3472,478,0.13767281105990783
9475,OH,39,4488,tallmadge city school district,17631,2843,427,0.1501934576151952
9476,OH,39,4909,teays valley local school district,23099,3744,497,0.1327457264957265
9477,OH,39,4624,tecumseh local school district,18780,3290,694,0.2109422492401216
9478,OH,39,4739,three rivers local school district,15901,3108,431,0.13867438867438867
9479,OH,39,4489,tiffin city school district,22009,3360,652,0.19404761904761905
9480,OH,39,4561,tipp city exempted village school district,14918,2804,218,0.07774607703281027
9481,OH,39,4490,toledo city school district,229337,37873,13287,0.35083040688617223
9482,OH,39,4491,toronto city school district,5499,787,237,0.301143583227446
9483,OH,39,4926,tri-county north local school district,5858,1087,165,0.15179392824287027
9484,OH,39,4887,tri-valley local school district,16598,3285,509,0.15494672754946728
9485,OH,39,4668,tri-village local school district,4312,841,113,0.13436385255648037
9486,OH,39,4620,triad local school district,5268,1002,126,0.12574850299401197
9487,OH,39,4592,trimble local school district,4635,832,278,0.33413461538461536
9488,OH,39,5059,triway local school district,12968,2269,421,0.1855442926399295
9489,OH,39,4869,trotwood-madison city school district,20785,3549,1578,0.4446322907861369
9490,OH,39,4492,troy city school district,31346,5483,775,0.1413459784789349
9491,OH,39,5030,tuscarawas valley local school district,10131,1735,219,0.12622478386167146
9492,OH,39,4995,tuslaw local school district,8909,1571,158,0.10057288351368555
9493,OH,39,4900,twin valley community local school district,5596,1044,210,0.20114942528735633
9494,OH,39,5007,twinsburg city school district,24470,4520,324,0.07168141592920355
9495,OH,39,4601,union local school district,9053,1443,191,0.13236313236313235
9496,OH,39,4953,union-scioto local school district,16149,2036,493,0.24214145383104127
9497,OH,39,4645,united local school district,7559,1291,258,0.19984508133230056
9498,OH,39,4493,upper arlington city school district,36159,6743,495,0.0734094616639478
9499,OH,39,10024,upper sandusky exempted village school district,11578,1935,272,0.1405684754521964
9500,OH,39,4752,upper scioto valley local school district,4201,769,146,0.18985695708712613
9501,OH,39,4494,urbana city school district,14970,2313,481,0.20795503674881108
9502,OH,39,4964,valley local school district,6524,933,230,0.2465166130760986
9503,OH,39,4874,valley view local school district,10673,2053,321,0.15635655138821236
9504,OH,39,10001,van buren local school district,6495,1023,54,0.05278592375366569
9505,OH,39,10023,van wert city school district,13785,2217,382,0.17230491655390168
9506,OH,39,4495,vandalia-butler city school district,23839,3796,578,0.15226554267650158
9507,OH,39,4747,vanlue local school district,1549,261,33,0.12643678160919541
9508,OH,39,4682,vermilion local school district,14429,2283,329,0.14410862899693386
9509,OH,39,4563,versailles exempted village school district,6306,1362,104,0.0763582966226138
9510,OH,39,5039,vinton county local school district,13187,2329,727,0.31215113782739373
9511,OH,39,10029,wadsworth city school district,27740,5050,454,0.0899009900990099
9512,OH,39,4690,walnut township local school district,4520,681,112,0.1644640234948605
9513,OH,39,4498,wapakoneta city school district,19164,3227,410,0.1270529903935544
9514,OH,39,4499,warren city school district,36385,6156,2823,0.45857699805068225
9515,OH,39,10018,warren local school district,14220,2475,398,0.16080808080808082
9516,OH,39,4500,warrensville heights city school district,15463,2533,932,0.36794315041452824
9517,OH,39,10011,washington court house city school district,13774,2455,630,0.25661914460285135
9518,OH,39,4823,washington local school district,46682,7248,1570,0.21661147902869757
9519,OH,39,4965,washington-nile local school district,7719,1357,417,0.3072955047899779
9520,OH,39,4924,waterloo local school district,8163,1403,195,0.13898788310762653
9521,OH,39,4564,wauseon exempted village school district,10343,1969,288,0.1462671406805485
9522,OH,39,4914,waverly city school district,11583,1967,494,0.25114387391967463
9523,OH,39,5046,wayne local school district,8944,1585,123,0.07760252365930599
9524,OH,39,4903,wayne trace local school district,5469,1013,154,0.15202369200394866
9525,OH,39,4597,waynesfield-goshen local school district,2884,572,61,0.10664335664335664
9526,OH,39,5025,weathersfield local school district,5442,784,182,0.23214285714285715
9527,OH,39,4565,wellington exempted village school district,8841,1503,205,0.13639387890884896
9528,OH,39,4502,wellston city school district,9136,1632,469,0.28737745098039214
9529,OH,39,4503,wellsville local school district,4848,799,263,0.32916145181476847
9530,OH,39,4838,west branch local school district,12804,2141,282,0.1317141522652966
9531,OH,39,4505,west carrollton city school district,27544,4111,1099,0.26733154950133786
9532,OH,39,4635,west clermont local school district,69714,11364,1595,0.14035550862372403
9533,OH,39,4722,west geauga local school district,16059,2632,144,0.0547112462006079
9534,OH,39,4769,west holmes local school district,18841,3912,754,0.19274028629856851
9535,OH,39,4621,west liberty-salem local school district,5893,1155,132,0.11428571428571428
9536,OH,39,4888,west muskingum local school district,13260,1909,364,0.19067574646411733
9537,OH,39,4606,western brown local school district,17207,3221,670,0.20800993480285626
9538,OH,39,4915,western local school district,4601,959,352,0.3670490093847758
9539,OH,39,4774,western reserve local school district,6630,1264,162,0.1281645569620253
9540,OH,39,4839,western reserve local school district,4062,618,63,0.10194174757281553
9541,OH,39,4504,westerville city school district,98920,18476,2096,0.11344446849967525
9542,OH,39,4910,westfall local school district,8834,1637,262,0.16004886988393402
9543,OH,39,4506,westlake city school district,32210,5130,499,0.09727095516569201
9544,OH,39,4966,wheelersburg local school district,8314,1375,331,0.24072727272727273
9545,OH,39,4507,whitehall city school district,19193,3363,1168,0.3473089503419566
9546,OH,39,4508,wickliffe city school district,12705,1819,260,0.14293567894447498
9547,OH,39,4509,willard city school district,10884,1925,465,0.24155844155844156
9548,OH,39,4636,williamsburg local school district,6523,1148,346,0.30139372822299654
9549,OH,39,4510,willoughby-eastlake city school district,65180,9107,1038,0.113978258482486
9550,OH,39,4511,wilmington city school district,20682,3463,753,0.2174415246895755
9551,OH,39,4566,windham exempted village school district,4089,732,213,0.29098360655737704
9552,OH,39,4408,winton woods city school district,26665,4855,1118,0.23027806385169927
9553,OH,39,5051,wolf creek local school district,3441,641,73,0.11388455538221529
9554,OH,39,4957,woodmore local school district,6618,1149,107,0.09312445604873804
9555,OH,39,4997,woodridge local school district,17664,2513,388,0.15439713489852766
9556,OH,39,10032,wooster city school district,29634,4254,891,0.20944992947813823
9557,OH,39,4513,worthington city school district,62929,10833,872,0.0804947844549063
9558,OH,39,4652,wynford local school district,6325,1101,196,0.17801998183469572
9559,OH,39,4514,wyoming city school district,8405,2042,125,0.06121449559255632
9560,OH,39,4515,xenia community city school district,37327,5672,1520,0.2679830747531735
9561,OH,39,4567,yellow springs exempted village school district,4235,651,99,0.15207373271889402
9562,OH,39,4516,youngstown city school district,67393,10354,4811,0.46465134247633766
9563,OH,39,4954,zane trace local school district,9225,1642,224,0.1364190012180268
9564,OH,39,4517,zanesville city school district,26873,4564,1622,0.35539000876424187
9565,OK,40,2370,achille public schools,2721,473,120,0.2536997885835095
9566,OK,40,2430,ada public schools,15586,2289,580,0.25338575797291396
9567,OK,40,2460,adair public schools,4887,838,117,0.13961813842482101
9568,OK,40,2520,afton public schools,2836,519,163,0.3140655105973025
9569,OK,40,2550,agra public schools,1522,327,67,0.20489296636085627
9570,OK,40,2580,albion public school,546,77,15,0.19480519480519481
9571,OK,40,2670,alex public schools,1633,293,53,0.18088737201365188
9572,OK,40,2720,aline-cleo public schools,1116,184,23,0.125
9573,OK,40,2760,allen public schools,2329,444,90,0.20270270270270271
9574,OK,40,2790,allen-bowden public school,2784,397,84,0.21158690176322417
9575,OK,40,2850,altus public schools,20542,3509,805,0.22941008834425763
9576,OK,40,2880,alva public schools,7708,1040,179,0.17211538461538461
9577,OK,40,2910,amber-pocasset public schools,1887,360,51,0.14166666666666666
9578,OK,40,3000,anadarko public schools,8968,1884,566,0.30042462845010615
9579,OK,40,3010,anderson public school,2710,428,48,0.11214953271028037
9580,OK,40,3060,antlers public schools,5533,930,346,0.3720430107526882
9581,OK,40,3120,arapaho public schools,2022,319,29,0.09090909090909091
9582,OK,40,3180,ardmore public schools,19594,3505,895,0.2553495007132668
9583,OK,40,3210,arkoma public schools,2053,331,133,0.40181268882175225
9584,OK,40,3240,arnett public schools,991,181,20,0.11049723756906077
9585,OK,40,3300,asher public schools,1160,234,49,0.2094017094017094
9586,OK,40,3360,atoka public schools,4336,787,290,0.3684879288437103
9587,OK,40,3450,avant public school,1442,269,87,0.32342007434944237
9588,OK,40,3510,balko public schools,701,136,15,0.11029411764705882
9589,OK,40,3540,banner public school,1890,429,34,0.07925407925407925
9590,OK,40,3570,barnsdall public schools,2516,478,80,0.16736401673640167
9591,OK,40,3630,bartlesville public schools,38976,6705,1243,0.18538404175988069
9592,OK,40,3660,battiest public schools,1387,243,66,0.2716049382716049
9593,OK,40,3690,bearden public school,533,91,17,0.18681318681318682
9594,OK,40,3750,beaver public schools,1825,360,29,0.08055555555555556
9595,OK,40,3810,beggs public schools,5346,1106,231,0.2088607594936709
9596,OK,40,3840,belfonte public school,1035,195,84,0.4307692307692308
9597,OK,40,3930,bennington public schools,1525,283,51,0.18021201413427562
9598,OK,40,4020,berryhill public schools,4086,869,85,0.09781357882623705
9599,OK,40,4110,bethany public schools,3989,623,141,0.22632423756019263
9600,OK,40,4230,bethel public schools,5254,1030,170,0.1650485436893204
9601,OK,40,4350,big pasture public schools,1174,191,25,0.13089005235602094
9602,OK,40,4360,billings public schools,812,104,16,0.15384615384615385
9603,OK,40,33603,binger-oney public schools,2117,371,80,0.215633423180593
9604,OK,40,4470,bishop public school,2533,458,101,0.2205240174672489
9605,OK,40,4500,bixby public schools,28415,5810,428,0.07366609294320138
9606,OK,40,4630,blackwell public schools,7645,1439,339,0.23558026407227242
9607,OK,40,4650,blair public schools,1795,304,67,0.22039473684210525
9608,OK,40,4680,blanchard public schools,8865,1785,177,0.09915966386554621
9609,OK,40,4830,bluejacket public schools,1486,283,54,0.19081272084805653
9610,OK,40,4860,boise city public schools,1546,273,71,0.2600732600732601
9611,OK,40,4950,bokoshe public schools,1408,275,98,0.3563636363636364
9612,OK,40,5010,boone-apache public schools,2903,548,107,0.19525547445255476
9613,OK,40,5040,boswell public schools,1919,323,72,0.22291021671826625
9614,OK,40,5130,bowlegs public schools,1489,258,48,0.18604651162790697
9615,OK,40,5160,bowring public school,644,105,29,0.2761904761904762
9616,OK,40,5280,braggs public schools,1041,157,45,0.28662420382165604
9617,OK,40,5340,bray-doyle public schools,2352,424,56,0.1320754716981132
9618,OK,40,5400,bridge creek public schools,7962,1634,167,0.102203182374541
9619,OK,40,5430,briggs public school,2750,502,151,0.300796812749004
9620,OK,40,5460,bristow public schools,8860,1616,391,0.24195544554455445
9621,OK,40,5490,broken arrow public schools,102254,19650,2053,0.10447837150127226
9622,OK,40,5520,broken bow public schools,7170,1381,336,0.2433019551049964
9623,OK,40,5580,brushy public school,1427,299,108,0.3612040133779264
9624,OK,40,5760,buffalo public schools,1752,301,38,0.12624584717607973
9625,OK,40,5820,buffalo valley public schools,1267,217,30,0.1382488479262673
9626,OK,40,5910,burlington public schools,623,126,28,0.2222222222222222
9627,OK,40,14,burns flat-dill city schools,3147,661,136,0.20574886535552195
9628,OK,40,6000,butner public schools,1873,330,84,0.2545454545454545
9629,OK,40,6030,byars public school,600,124,25,0.20161290322580644
9630,OK,40,6060,byng public schools,8665,1550,202,0.13032258064516128
9631,OK,40,6120,cache public schools,7939,1669,314,0.18813660874775315
9632,OK,40,6150,caddo public schools,2354,496,134,0.2701612903225806
9633,OK,40,6180,calera public schools,4071,772,129,0.16709844559585493
9634,OK,40,6240,calumet public schools,1120,216,24,0.1111111111111111
9635,OK,40,6270,calvin public schools,1262,236,43,0.18220338983050846
9636,OK,40,6330,cameron public schools,2201,412,115,0.279126213592233
9637,OK,40,6390,canadian public schools,4146,518,233,0.4498069498069498
9638,OK,40,6420,caney public schools,1521,264,74,0.2803030303030303
9639,OK,40,25470,caney valley public schools,5422,977,145,0.14841351074718526
9640,OK,40,6480,canton public schools,1822,372,65,0.17473118279569894
9641,OK,40,6510,canute public schools,1420,287,56,0.1951219512195122
9642,OK,40,6630,carnegie public schools,2768,482,140,0.29045643153526973
9643,OK,40,6690,carney public schools,1257,230,56,0.24347826086956523
9644,OK,40,6810,cashion public schools,2571,601,75,0.12479201331114809
9645,OK,40,6870,catoosa public schools,11661,2174,415,0.19089236430542778
9646,OK,40,6930,cave springs public schools,671,143,42,0.2937062937062937
9647,OK,40,6960,cement public schools,1502,283,35,0.12367491166077739
9648,OK,40,7170,central high public schools,2035,380,60,0.15789473684210525
9649,OK,40,7140,central public schools,2016,368,84,0.22826086956521738
9650,OK,40,7290,chandler public schools,6312,1171,171,0.14602903501280956
9651,OK,40,7320,chattanooga public schools,1326,269,52,0.19330855018587362
9652,OK,40,7350,checotah public schools,10257,1609,502,0.3119950279676818
9653,OK,40,7380,chelsea public schools,6833,1242,273,0.21980676328502416
9654,OK,40,7410,cherokee public schools,1830,311,62,0.19935691318327975
9655,OK,40,7500,cheyenne public schools,1718,345,48,0.1391304347826087
9656,OK,40,7560,chickasha public schools,16964,2619,589,0.22489499809087438
9657,OK,40,21780,chisholm public schools,4675,865,74,0.08554913294797688
9658,OK,40,7620,choctaw/nicoma park schools,29990,5721,652,0.1139660898444328
9659,OK,40,7670,chouteau-mazie public schools,5406,916,254,0.27729257641921395
9660,OK,40,7710,cimarron public schools,1866,371,32,0.0862533692722372
9661,OK,40,7740,claremore public schools,23300,3990,583,0.14611528822055136
9662,OK,40,7800,clayton public schools,1570,255,56,0.2196078431372549
9663,OK,40,8010,cleora public school,2207,257,74,0.28793774319066145
9664,OK,40,8040,cleveland public schools,9149,1679,329,0.19594997022036928
9665,OK,40,8070,clinton public schools,10987,2244,405,0.1804812834224599
9666,OK,40,8130,coalgate public schools,4429,823,196,0.23815309842041313
9667,OK,40,8220,colbert public schools,5004,835,214,0.2562874251497006
9668,OK,40,8250,colcord public schools,3049,599,160,0.2671118530884808
9669,OK,40,8310,coleman public schools,996,171,46,0.26900584795321636
9670,OK,40,8370,collinsville public schools,12589,2511,246,0.0979689366786141
9671,OK,40,8460,comanche public schools,5457,942,163,0.173036093418259
9672,OK,40,8490,commerce public schools,4119,776,266,0.3427835051546392
9673,OK,40,8610,copan public schools,2086,314,42,0.1337579617834395
9674,OK,40,8640,cordell public schools,4640,834,120,0.14388489208633093
9675,OK,40,8730,cottonwood public school,416,59,14,0.23728813559322035
9676,OK,40,8790,covington-douglas schools,1618,303,45,0.1485148514851485
9677,OK,40,8850,coweta public schools,16657,3277,459,0.14006713457430578
9678,OK,40,8940,coyle public schools,4309,459,70,0.15250544662309368
9679,OK,40,9000,crescent public schools,3794,648,77,0.11882716049382716
9680,OK,40,9060,crooked oak public schools,3038,672,258,0.38392857142857145
9681,OK,40,9090,crowder public schools,2751,434,69,0.15898617511520738
9682,OK,40,9150,crutcho public school,2719,505,195,0.38613861386138615
9683,OK,40,9240,cushing public schools,10430,1832,340,0.185589519650655
9684,OK,40,9300,cyril public schools,1801,330,47,0.14242424242424243
9685,OK,40,9360,dahlonegah public school,677,144,47,0.3263888888888889
9686,OK,40,9390,dale public schools,3182,603,137,0.22719734660033167
9687,OK,40,9420,darlington public school,649,100,5,0.05
9688,OK,40,9450,davenport public schools,1718,327,46,0.14067278287461774
9689,OK,40,9480,davidson public schools,434,77,19,0.24675324675324675
9690,OK,40,9510,davis public schools,5010,913,133,0.1456736035049288
9691,OK,40,9570,deer creek public schools,20168,4855,329,0.06776519052523172
9692,OK,40,17020,deer creek-lamont schools,1002,219,28,0.1278538812785388
9693,OK,40,9720,denison public school,1460,238,60,0.25210084033613445
9694,OK,40,9750,depew public schools,2139,414,86,0.20772946859903382
9695,OK,40,9780,dewar public schools,1466,296,56,0.1891891891891892
9696,OK,40,9810,dewey public schools,5549,988,191,0.19331983805668015
9697,OK,40,9870,dibble public schools,4021,808,89,0.11014851485148515
9698,OK,40,9910,dickson public schools,5388,933,122,0.1307609860664523
9699,OK,40,10050,dover public schools,1123,236,29,0.1228813559322034
9700,OK,40,10170,drummond public schools,1292,280,49,0.175
9701,OK,40,10200,drumright public schools,3645,637,139,0.21821036106750394
9702,OK,40,10260,duke public schools,653,127,29,0.2283464566929134
9703,OK,40,10290,duncan public schools,23385,3957,947,0.23932271923174123
9704,OK,40,10350,durant public schools,18303,2790,791,0.28351254480286736
9705,OK,40,10440,eagletown public schools,1113,200,46,0.23
9706,OK,40,10500,earlsboro public schools,1415,271,86,0.3173431734317343
9707,OK,40,10590,edmond public schools,141400,26034,2186,0.08396711992010449
9708,OK,40,10650,el reno public schools,17583,2905,461,0.15869191049913942
9709,OK,40,10680,eldorado public schools,617,121,35,0.2892561983471074
9710,OK,40,10710,elgin public schools,7712,1476,163,0.11043360433604336
9711,OK,40,10740,elk city public schools,12342,2296,398,0.17334494773519163
9712,OK,40,10860,elmore city-pernell schools,3120,582,132,0.2268041237113402
9713,OK,40,10890,empire public schools,2158,388,57,0.14690721649484537
9714,OK,40,10920,enid public schools,46730,8416,1688,0.2005703422053232
9715,OK,40,11040,erick public schools,1557,270,68,0.2518518518518518
9716,OK,40,11160,eufaula public schools,7503,1041,297,0.28530259365994237
9717,OK,40,11250,fairland public schools,3139,574,167,0.29094076655052264
9718,OK,40,11280,fairview public schools,3799,627,131,0.20893141945773525
9719,OK,40,11400,fanshawe public school,778,132,37,0.2803030303030303
9720,OK,40,11430,fargo public schools,917,179,22,0.12290502793296089
9721,OK,40,11580,felt public schools,280,58,13,0.22413793103448276
9722,OK,40,11700,fletcher public schools,2697,461,94,0.2039045553145336
9723,OK,40,11760,flower mound public school,839,156,19,0.12179487179487179
9724,OK,40,11850,forest grove public school,1037,202,59,0.29207920792079206
9725,OK,40,11880,forgan public schools,764,176,53,0.30113636363636365
9726,OK,40,33602,fort cobb-broxton schools,1832,352,96,0.2727272727272727
9727,OK,40,11970,fort gibson public schools,7210,1503,323,0.21490352628077178
9728,OK,40,12000,fort supply public schools,1784,128,28,0.21875
9729,OK,40,12300,fort towson public schools,1983,360,119,0.33055555555555555
9730,OK,40,12060,fox public schools,1695,307,34,0.11074918566775244
9731,OK,40,12090,foyil public schools,3277,648,137,0.21141975308641975
9732,OK,40,12150,frederick public schools,4326,803,251,0.3125778331257783
9733,OK,40,12180,freedom public schools,552,95,9,0.09473684210526316
9734,OK,40,12210,friend public school,1156,203,19,0.09359605911330049
9735,OK,40,12240,frink-chambers public school,1665,264,41,0.1553030303030303
9736,OK,40,20,frontier public schools,1394,304,69,0.22697368421052633
9737,OK,40,12330,gage public schools,733,132,19,0.14393939393939395
9738,OK,40,12390,gans public schools,1603,326,78,0.2392638036809816
9739,OK,40,12420,garber public schools,1862,363,53,0.14600550964187328
9740,OK,40,12570,geary public schools,1871,427,105,0.2459016393442623
9741,OK,40,12630,geronimo public schools,4530,369,57,0.15447154471544716
9742,OK,40,12690,glencoe public schools,2166,423,66,0.15602836879432624
9743,OK,40,12720,glenpool public schools,11753,2559,334,0.1305197342711997
9744,OK,40,12750,glover public school,713,124,35,0.28225806451612906
9745,OK,40,12870,goodwell public schools,1631,183,35,0.1912568306010929
9746,OK,40,12900,gore public schools,3057,466,102,0.21888412017167383
9747,OK,40,13080,gracemont public schools,978,182,51,0.2802197802197802
9748,OK,40,782,graham-dustin public schools,1337,245,68,0.27755102040816326
9749,OK,40,13230,grand view public school,4370,795,191,0.24025157232704403
9750,OK,40,13200,grandfield public schools,1207,213,65,0.3051643192488263
9751,OK,40,13260,grandview public school,749,142,28,0.19718309859154928
9752,OK,40,13290,granite public schools,2520,278,59,0.21223021582733814
9753,OK,40,13320,grant public school,1298,232,89,0.38362068965517243
9754,OK,40,21870,greasy public school,988,181,59,0.3259668508287293
9755,OK,40,13380,greenville public school,1045,189,34,0.17989417989417988
9756,OK,40,13500,grove public school,3891,624,59,0.09455128205128205
9757,OK,40,13530,grove public schools,17245,2393,664,0.27747597158378606
9758,OK,40,13560,guthrie public schools,24614,4150,776,0.1869879518072289
9759,OK,40,13590,guymon public schools,13426,2662,497,0.18670172802404209
9760,OK,40,13600,gypsy public school,752,137,23,0.1678832116788321
9761,OK,40,13620,haileyville public schools,2524,433,86,0.19861431870669746
9762,OK,40,13650,hammon public schools,1168,216,50,0.23148148148148148
9763,OK,40,13680,hanna public schools,520,110,38,0.34545454545454546
9764,OK,40,13740,hardesty public schools,409,79,7,0.08860759493670886
9765,OK,40,13830,harmony public school,1753,337,63,0.18694362017804153
9766,OK,40,13890,harrah public schools,11763,2275,420,0.18461538461538463
9767,OK,40,13920,hartshorne public schools,3895,707,137,0.19377652050919378
9768,OK,40,13950,haskell public schools,6808,960,263,0.27395833333333336
9769,OK,40,14080,haworth public schools,2719,500,114,0.228
9770,OK,40,14100,haywood public school,1252,237,46,0.1940928270042194
9771,OK,40,14130,healdton public schools,3589,637,88,0.13814756671899528
9772,OK,40,14160,heavener public schools,5040,1038,351,0.33815028901734107
9773,OK,40,14340,hennessey public schools,3988,802,94,0.1172069825436409
9774,OK,40,14370,henryetta public schools,7102,1266,332,0.26224328593996843
9775,OK,40,14520,hilldale public schools,6512,1340,218,0.1626865671641791
9776,OK,40,14610,hinton public schools,4933,644,161,0.25
9777,OK,40,14700,hobart public schools,4144,756,170,0.22486772486772486
9778,OK,40,14730,hodgen public school,1725,175,62,0.35428571428571426
9779,OK,40,14790,holdenville public schools,7332,1115,308,0.27623318385650225
9780,OK,40,14850,hollis public schools,2769,482,160,0.33195020746887965
9781,OK,40,14890,holly creek public school,1429,321,84,0.2616822429906542
9782,OK,40,14970,hominy public schools,4602,641,133,0.20748829953198128
9783,OK,40,15090,hooker public schools,2674,550,136,0.24727272727272728
9784,OK,40,15120,howe public schools,1795,330,58,0.17575757575757575
9785,OK,40,15210,hugo public schools,7741,1450,535,0.3689655172413793
9786,OK,40,15240,hulbert public schools,3324,578,113,0.19550173010380623
9787,OK,40,32,hydro-eakly public schools,2240,437,88,0.20137299771167047
9788,OK,40,15370,idabel public schools,7536,1335,462,0.34606741573033706
9789,OK,40,15420,indiahoma public schools,1445,216,29,0.13425925925925927
9790,OK,40,15450,indianola public schools,1725,304,63,0.20723684210526316
9791,OK,40,15480,inola public schools,6633,1261,134,0.10626486915146709
9792,OK,40,15690,jay public schools,9464,1742,559,0.3208955223880597
9793,OK,40,15720,jenks public schools,67634,12307,1288,0.10465588689363776
9794,OK,40,15750,jennings public school,1009,197,41,0.20812182741116753
9795,OK,40,15840,jones public schools,6241,1216,172,0.14144736842105263
9796,OK,40,15900,justice public school,311,48,15,0.3125
9797,OK,40,15930,justus-tiawah public school,3787,750,75,0.1
9798,OK,40,15990,kansas public schools,4028,858,174,0.20279720279720279
9799,OK,40,16170,kellyville public schools,6475,1287,305,0.236985236985237
9800,OK,40,16320,kenwood public school,552,107,28,0.2616822429906542
9801,OK,40,16350,keota public schools,2732,493,142,0.2880324543610548
9802,OK,40,16380,ketchum public schools,3830,524,159,0.30343511450381677
9803,OK,40,16410,keyes public schools,454,84,14,0.16666666666666666
9804,OK,40,16440,keys public schools,4661,726,134,0.18457300275482094
9805,OK,40,16470,keystone public school,3509,649,131,0.20184899845916796
9806,OK,40,16500,kiefer public schools,2720,464,64,0.13793103448275862
9807,OK,40,16530,kildare public school,1244,230,34,0.14782608695652175
9808,OK,40,16560,kingfisher public schools,6836,1290,168,0.13023255813953488
9809,OK,40,16590,kingston public schools,7370,1075,295,0.2744186046511628
9810,OK,40,16620,kinta public schools,1364,260,95,0.36538461538461536
9811,OK,40,16650,kiowa public schools,1735,276,100,0.36231884057971014
9812,OK,40,16710,konawa public schools,3550,673,164,0.2436849925705795
9813,OK,40,16720,krebs public school,2905,475,115,0.24210526315789474
9814,OK,40,16740,kremlin-hillsdale schools,1400,281,15,0.05338078291814947
9815,OK,40,17040,lane public school,2682,349,90,0.25787965616045844
9816,OK,40,17190,latta public schools,3375,650,134,0.20615384615384616
9817,OK,40,17220,laverne public schools,2459,445,67,0.15056179775280898
9818,OK,40,17250,lawton public schools,93320,15489,3508,0.22648331073665182
9819,OK,40,17280,leflore public schools,1657,282,83,0.29432624113475175
9820,OK,40,17310,leach public school,863,209,51,0.24401913875598086
9821,OK,40,17370,leedey public schools,1018,198,22,0.1111111111111111
9822,OK,40,17580,lexington public schools,8696,1136,146,0.12852112676056338
9823,OK,40,17700,liberty public school,2423,481,197,0.4095634095634096
9824,OK,40,17760,liberty public schools,3189,582,119,0.20446735395189003
9825,OK,40,17850,lindsay public schools,5781,1036,183,0.17664092664092665
9826,OK,40,17880,little axe public schools,6575,1261,191,0.1514670896114195
9827,OK,40,18000,locust grove public schools,7443,1491,316,0.2119382964453387
9828,OK,40,22950,lomega public schools,730,150,23,0.15333333333333332
9829,OK,40,18090,lone grove public schools,6630,1375,286,0.208
9830,OK,40,18240,lone star public school,4251,850,222,0.2611764705882353
9831,OK,40,18270,lone wolf public schools,820,109,17,0.1559633027522936
9832,OK,40,18390,lookeba-sickles public schools,859,150,38,0.25333333333333335
9833,OK,40,18480,lowrey public school,1113,185,41,0.22162162162162163
9834,OK,40,18570,lukfata public school,1259,240,63,0.2625
9835,OK,40,18630,luther public schools,5623,1066,188,0.17636022514071295
9836,OK,40,18660,macomb public schools,1999,385,90,0.23376623376623376
